offering_id	avg_rating	hotel_class	locality	name	region_id
272662	4.202702702702703	2.5	San Diego	Fairfield Inn & Suites San Diego Old Town	60750
81110	4.20216606498195	4.5	San Francisco	Taj Campton Place	60713
121915	4.201183431952662	3.5	Charlotte	Renaissance Charlotte Suites	49022
113905	4.200239808153477	4.0	San Diego	Westin San Diego	60750
91441	4.2	2.5	Indianapolis	Baymont Inn & Suites Indianapolis South	37209
107956	4.2	2.5	Houston	Extended Stay America - Houston - Northwest	56003
109231	4.2	2.5	Dallas	Fairfield Inn Dallas North	55711
112311	4.2	2.5	San Francisco	Jackson Court San Francisco	60713
119732	4.2	2.5	San Diego	Hampton Inn San Diego Airport / SeaWorld	60750
121998	4.2	3.5	New York City	Marmara Manhattan Hotel	60763
224242	4.2	2.0	San Diego	Extended Stay America - San Diego - Hotel Circle	60750
1156950	4.2	2.0	Indianapolis	Suburban Extended Stay N East	37209
90916	4.198675496688741	2.5	Chicago	Majestic Hotel	35805
571166	4.198198198198198	5.0	New York City	Gramercy Park Hotel	60763
111509	4.198083067092652	4.0	Chicago	The Sutton Place Hotel	35805
223750	4.197802197802198	2.5	Columbus	Hampton Inn and Suites Columbus Downtown	50226
108571	4.197614991482112	4.0	San Antonio	Westin La Cantera Hill Country Resort	60956
93337	4.196808510638298	4.0	New York City	Kitano New York	60763
1583937	4.195402298850575	2.0	New York City	Comfort Inn Lower East Side	60763
74590	4.195121951219512	3.0	Phoenix	Courtyard by Marriott Phoenix Airport	31310
123037	4.194444444444445	2.0	Seattle	Georgetown Inn	60878
1237128	4.193899782135076	4.0	New York City	Hotel Indigo New York City, Chelsea	60763
89600	4.193251533742331	4.0	Boston	Revere Hotel Boston Common	60745
553883	4.1923076923076925	3.0	Jacksonville	Homewood Suites by Hilton Jacksonville-South/St. Johns Ctr.	60805
1060157	4.192192192192192	3.0	New York City	BEST WESTERN Bowery Hanbee Hotel	60763
84127	4.191419141914191	3.5	Washington DC	Savoy Suites Hotel	28970
615260	4.1909090909090905	5.0	Houston	Hotel Granduca	56003
1201174	4.190476190476191	2.5	Indianapolis	Hampton Inn & Suites Indianapolis-Airport	37209
1514254	4.189655172413793	2.5	Indianapolis	Fairfield Inn & Suites Indianapolis Downtown	37209
119356	4.189473684210526	2.5	Phoenix	Hampton Inn Phoenix Airport North	31310
1866954	4.1891891891891895	2.5	Austin	BEST WESTERN PLUS Austin Airport Inn & Suites	30196
1223992	4.188235294117647	2.5	Jacksonville	Wingate by Wyndam Jacksonville South	60805
77270	4.187779433681073	2.0	Los Angeles	Hollywood Orchid Suites	32655
109751	4.1875	2.5	Houston	Hampton Inn - Brookhollow	56003
93507	4.184577522559475	4.0	New York City	New York Marriott Marquis	60763
604457	4.184210526315789	3.0	Austin	Residence Inn Austin Downtown / Convention Center	30196
675616	4.1838235294117645	5.0	New York City	The Plaza Hotel	60763
77264	4.183673469387755	3.0	Los Angeles	Hilton Garden Inn Los Angeles/Hollywood	32655
490891	4.182795698924731	3.0	Chicago	Four Points by Sheraton Chicago Downtown / Magnificent Mile	35805
622833	4.181818181818182	3.0	Austin	Courtyard by Marriott Austin Airport	30196
81444	4.181647940074907	4.0	San Francisco	JW Marriott San Francisco Union Square	60713
1173092	4.180555555555555	3.0	Austin	HYATT house Austin/Arboretum	30196
653125	4.17910447761194	2.0	Indianapolis	Microtel Inn & Suites by Wyndham Indianapolis Airport	37209
674735	4.17910447761194	4.5	Detroit	MGM Grand Detroit	42139
109345	4.178571428571429	3.5	Dallas	Hotel Lumen - a Kimpton Hotel	55711
1653655	4.178294573643411	2.5	Denver	Baymont Inn and Suites Denver International Airport	33388
222955	4.177966101694915	5.0	Boston	Ritz-Carlton Boston Common	60745
283873	4.176895306859206	4.0	Houston	Hotel Icon, Autograph Collection	56003
1383001	4.176470588235294	2.0	New York City	Comfort Inn Manhattan Bridge	60763
2525636	4.176	4.0	Chicago	Hotel Lincoln	35805
99060	4.1735537190082646	4.5	Houston	Omni Houston Hotel	56003
120159	4.170212765957447	2.0	Jacksonville	Red Roof Inn - Southpoint	60805
224259	4.169398907103825	3.5	Indianapolis	Hilton Indianapolis	37209
258669	4.1679389312977095	3.5	Denver	Embassy Suites Denver-International Airport	33388
585414	4.167763157894737	4.0	Dallas	Hyatt Regency DFW	55711
109039	4.166666666666667	2.0	Dallas	Candlewood Suites Dallas Park Central	55711
223715	4.166666666666667	2.5	San Antonio	Hampton Inn San Antonio - Northwoods	60956
223889	4.166666666666667	3.5	Fort Worth	DFW Airport Marriott South	55857
850464	4.166666666666667	2.5	El Paso	GuestHouse International Suites El Paso	60768
90975	4.16557734204793	3.5	Chicago	The Silversmith Hotel & Suites	35805
100524	4.165137614678899	3.0	Charlotte	Hyatt Place Charlotte Airport/Tyvola Road	49022
254605	4.164351851851852	3.0	New York City	Equity Point New York @ Times Square	60763
672520	4.163120567375887	3.0	Memphis	Hyatt Place Memphis Primacy Parkway	55197
225034	4.16	2.0	El Paso	Red Roof Inn - El Paso East	60768
1673471	4.16	2.5	San Antonio	Holiday Inn Express Hotel & Suites San Antonio NW Near Seaworld	60956
80937	4.158536585365853	3.0	San Francisco	Cornell Hotel de France	60713
225873	4.157894736842105	3.0	Boston	Charlesmark Hotel	60745
249713	4.157894736842105	3.0	Memphis	Holiday Inn Univ of Memphis	55197
1511925	4.157894736842105	2.5	Houston	La Quinta Inn & Suites Houston Channelview	56003
80113	4.156363636363636	3.5	San Diego	Embassy Suites San Diego - La Jolla	60750
83088	4.154929577464789	4.5	Denver	The Brown Palace Hotel and Spa	33388
82150	4.154761904761905	3.0	Los Angeles	Courtyard Los Angeles Sherman Oaks	32655
81511	4.154166666666667	2.0	San Francisco	San Francisco at The Presidio Travelodge	60713
87571	4.154088050314465	2.0	Chicago	Days Inn Chicago	35805
301309	4.153846153846154	3.5	Charlotte	Dunhill Hotel	49022
95302	4.153374233128834	3.5	Detroit	Doubletree by Hilton Hotel Detroit-Dearborn	42139
223861	4.152777777777778	3.0	Phoenix	SpringHill Suites Phoenix Downtown	31310
1235801	4.1521739130434785	3.0	Indianapolis	Hilton Garden Inn Indianapolis Airport	37209
1201072	4.150826446280992	3.0	New York City	Ace Hotel NYC	60763
1601249	4.1504329004329	4.0	New York City	Hilton New York Fashion District	60763
91596	4.15	3.0	Indianapolis	Courtyard by Marriott Indianapolis at the Capitol	37209
1114620	4.15	2.0	Indianapolis	Candlewood Suites Indianapolis	37209
84125	4.149870801033591	5.0	Washington DC	The Fairfax at Embassy Row, a Starwood Luxury Collection Hotel	28970
240907	4.149425287356322	4.0	Washington DC	Monaco Washington DC, a Kimpton Hotel	28970
100515	4.149253731343284	3.0	Charlotte	Residence Inn Charlotte South at I-77/Tyvola Road	49022
84058	4.149122807017544	4.0	Washington DC	The Dupont Circle Hotel	28970
123036	4.148148148148148	2.5	Seattle	Hampton Inn & Suites Seattle Downtown	60878
266145	4.148148148148148	3.0	Houston	Residence Inn Houston Northwest/Willowbrook	56003
224168	4.147783251231527	4.0	Los Angeles	Loews Hollywood Hotel	32655
93477	4.14721723518851	4.0	New York City	New York Marriott Downtown	60763
111444	4.147058823529412	4.5	Boston	The Fairmont Copley Plaza, Boston	60745
119658	4.145933014354067	2.0	San Francisco	Castle Inn	60713
1806062	4.143939393939394	4.0	New York City	Cassa Hotel & Residences	60763
638765	4.143468950749464	4.0	Los Angeles	InterContinental Los Angeles Century City	32655
88173	4.143426294820717	4.0	Indianapolis	Omni Severin Hotel	37209
1157456	4.143266475644699	3.5	New York City	Four Points by Sheraton Manhattan SoHo Village	60763
953773	4.142857142857143	2.5	San Antonio	Comfort Suites North IH 35	60956
1146124	4.141414141414141	3.0	San Antonio	Hotel Indigo San Antonio At The Alamo	60956
93346	4.141347424042272	3.0	New York City	Salisbury Hotel	60763
570279	4.141304347826087	3.0	Houston	Hilton Garden Inn Houston Galleria	56003
111487	4.140816326530612	3.0	Chicago	Hilton Garden Inn Chicago Downtown/Magnificent Mile	35805
223724	4.140350877192983	2.0	Columbus	Comfort Inn North Polaris	50226
620040	4.1400437636761485	3.0	New York City	Wingate by Wyndham Manhattan Midtown	60763
600107	4.1393034825870645	3.0	Washington DC	Courtyard Washington Capitol Hill/Navy Yard	28970
74626	4.138888888888889	3.5	Phoenix	Legacy Golf Resort	31310
81397	4.137323943661972	4.5	San Francisco	The Fairmont San Francisco	60713
108979	4.135593220338983	2.5	Austin	Hampton Inn Austin/Airport Area South	30196
286988	4.134615384615385	3.0	Houston	Residence Inn Houston West University	56003
98733	4.133858267716535	3.0	Dallas	Embassy Suites Hotel Dallas Love Field	55711
102463	4.133580705009276	3.0	Philadelphia	Courtyard Philadelphia Downtown	60795
1479971	4.132743362831858	2.5	Baltimore	Fairfield Inn & Suites Baltimore Downtown/Inner Harbor	60811
1235341	4.132530120481928	3.0	New York City	Carvi Hotel New York	60763
114952	4.132352941176471	3.5	Fort Worth	Stockyards Hotel	55857
80780	4.130850047755492	3.0	San Francisco	BEST WESTERN PLUS Tuscan Inn at Fisherman's Wharf	60713
1416435	4.130434782608695	2.0	Houston	TownePlace Suites Houston Intercontinental Airport	56003
224250	4.129251700680272	3.0	Phoenix	Embassy Suites Phoenix-Scottsdale	31310
94105	4.129032258064516	3.0	Charlotte	Courtyard Charlotte University Research Park	49022
287572	4.12781954887218	3.0	Indianapolis	Hilton Garden Inn Indianapolis Downtown	37209
612263	4.1275992438563325	4.0	New York City	Hotel Mela	60763
84100	4.127272727272727	3.0	Washington DC	The River Inn	28970
632551	4.126623376623376	3.5	New York City	Hilton Garden Inn New York/Tribeca	60763
124765	4.125514403292181	4.0	San Francisco	San Francisco Marriott Union Square	60713
81170	4.125461254612546	3.5	Los Angeles	Hotel Erwin, a Joie de Vivre hotel	32655
81514	4.125274725274726	3.0	San Francisco	Hotel Triton - a Kimpton Hotel	60713
108982	4.125	3.5	Austin	DoubleTree Suites by Hilton - Austin	30196
223708	4.125	3.0	San Antonio	Drury Inn & Suites San Antonio Northeast	60956
281526	4.125	2.0	Seattle	Extended Stay America - Seattle - Northgate	60878
1963673	4.125	4.0	New York City	The Gotham Hotel	60763
2549268	4.125	2.5	San Antonio	MainStay Suites	60956
83020	4.123430962343096	3.5	Denver	The Curtis	33388
2516677	4.12280701754386	4.0	San Antonio	Eilan Hotel Resort & Spa	60956
1238857	4.122448979591836	3.0	Denver	Holiday Inn Hotel & Suites Denver Airport	33388
114948	4.121794871794871	4.5	Dallas	Luxe Stoneleigh Hotel & Spa	55711
578306	4.121495327102804	3.5	Seattle	Inn at El Gaucho	60878
84075	4.121259842519685	3.5	Washington DC	Helix, a Kimpton Hotel	28970
112360	4.121076233183857	3.0	San Francisco	The Queen Anne Hotel	60713
119382	4.121076233183857	3.0	Los Angeles	Inn at Venice Beach	32655
83245	4.120448179271708	3.5	San Diego	Bristol Hotel	60750
99458	4.1204081632653065	4.0	San Antonio	Omni La Mansion del Rio	60956
224337	4.119565217391305	3.0	Washington DC	Homewood Suites Washington, DC	28970
99488	4.1194444444444445	4.0	San Antonio	San Antonio Marriott Rivercenter	60956
218770	4.11864406779661	4.0	San Diego	Rancho Bernardo Inn	60750
223771	4.117647058823529	2.5	Columbus	La Quinta Inn & Suites Columbus West - Hilliard	50226
575206	4.117647058823529	2.0	San Antonio	Super 8 San Antonio/I-37 South	60956
