"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.created_time","Input.id","Input.tweet_text","Answer.lgbtq1.supports-lgbtq-movements","Answer.lgbtq2.opposes-some-lgbtq-movements","Answer.lgbtq3.neutral/unclear","Answer.targeted1.yes","Answer.targeted2.no","Answer.targeted3.n/a","Approve","Reject"
"33NKDW9FGA5C97CZH0I3FAJ1XK5CXB","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3TE3O8573EVI1DWF1AS72ZKGU7V2R5","A2MTOSH583K270","Submitted","Tue Sep 27 22:34:20 PDT 2022","Tue Sep 27 23:15:05 PDT 2022","Fri Sep 30 23:15:05 PDT 2022","","","","2445","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-17 18:52:04+00:00","1118587948792832000","Naval Academy will bar transgender students in fall 2020 https://t.co/k6zLxDLw89 https://t.co/RjWYZ27wYr","false","false","true","false","true","false"
"33NKDW9FGA5C97CZH0I3FAJ1XK5CXB","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3PXX5PX6LBLKQ9AUISZW82YAO9KBA8","A3BQC60YSPLALW","Submitted","Tue Sep 27 22:35:11 PDT 2022","Tue Sep 27 22:55:43 PDT 2022","Fri Sep 30 22:55:43 PDT 2022","","","","1232","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-17 18:52:04+00:00","1118587948792832000","Naval Academy will bar transgender students in fall 2020 https://t.co/k6zLxDLw89 https://t.co/RjWYZ27wYr","false","false","true","false","false","true"
"33NKDW9FGA5C97CZH0I3FAJ1XK5CXB","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3EWIJTFFV2UMWZOW0H4TK4SIIKL0E6","A48EUSNJ5PQQF","Submitted","Tue Sep 27 22:34:10 PDT 2022","Tue Sep 27 23:20:52 PDT 2022","Fri Sep 30 23:20:52 PDT 2022","","","","2802","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-17 18:52:04+00:00","1118587948792832000","Naval Academy will bar transgender students in fall 2020 https://t.co/k6zLxDLw89 https://t.co/RjWYZ27wYr","false","false","true","true","false","false"
"32TMVRKDH0LJZ2YCGD0TGDQKEYF84M","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3O7L7BFSHSCX3U5C47TZQ8SE4E2IEJ","A2ZB24AEN6N7Y3","Submitted","Tue Sep 27 22:34:31 PDT 2022","Tue Sep 27 23:00:41 PDT 2022","Fri Sep 30 23:00:41 PDT 2022","","","","1570","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-12 07:37:17+00:00","1116606197174394880","@buteracypher they perform for money and exposure (as sad as it sounds). also the money Coachella gets grom the festival is STILL being donated to homophobic and anti-abortion associations so NO, we're not supporting this f* up thing","false","false","true","false","true","false"
"32TMVRKDH0LJZ2YCGD0TGDQKEYF84M","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3SNVL38CIIF9CRBM8J8GD07OB6ECKV","APEB5ERGCYP6D","Submitted","Tue Sep 27 22:37:06 PDT 2022","Tue Sep 27 23:07:02 PDT 2022","Fri Sep 30 23:07:02 PDT 2022","","","","1796","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-12 07:37:17+00:00","1116606197174394880","@buteracypher they perform for money and exposure (as sad as it sounds). also the money Coachella gets grom the festival is STILL being donated to homophobic and anti-abortion associations so NO, we're not supporting this f* up thing","false","true","false","false","true","false"
"32TMVRKDH0LJZ2YCGD0TGDQKEYF84M","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3DY46V3X335LVNH4MMH2X5IWMZY55W","APQHXHEJ7HLT9","Submitted","Tue Sep 27 22:38:09 PDT 2022","Tue Sep 27 22:39:28 PDT 2022","Fri Sep 30 22:39:28 PDT 2022","","","","79","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-12 07:37:17+00:00","1116606197174394880","@buteracypher they perform for money and exposure (as sad as it sounds). also the money Coachella gets grom the festival is STILL being donated to homophobic and anti-abortion associations so NO, we're not supporting this f* up thing","true","false","false","true","false","false"
"3B286OTITR4NL8ACGI7BI6LYMJ5AJJ","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","31N2WW6R95DAJ5NPEF6I4KBPXX9F3N","A30E84UP0G7KJA","Submitted","Wed Sep 28 01:36:16 PDT 2022","Wed Sep 28 01:55:42 PDT 2022","Sat Oct 01 01:55:42 PDT 2022","","","","1166","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-04 16:35:26+00:00","1113842522864930816","@hereiam9876 @ACLU The current IOC policy dictates that transgender women must have a testosterone level less than 10 nanomoles per liter ... But because more than 99% of women have testosterone levels less than 3 nanomoles per liter, some researchers have suggested that limit is too high.","false","false","true","true","false","false"
"3B286OTITR4NL8ACGI7BI6LYMJ5AJJ","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3R2PKQ87NAVVFIXPL5HI3GXNDGTIM8","ADCO9J1CKN0P9","Submitted","Tue Sep 27 22:34:35 PDT 2022","Tue Sep 27 22:35:42 PDT 2022","Fri Sep 30 22:35:42 PDT 2022","","","","67","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-04 16:35:26+00:00","1113842522864930816","@hereiam9876 @ACLU The current IOC policy dictates that transgender women must have a testosterone level less than 10 nanomoles per liter ... But because more than 99% of women have testosterone levels less than 3 nanomoles per liter, some researchers have suggested that limit is too high.","false","false","true","false","false","true"
"3B286OTITR4NL8ACGI7BI6LYMJ5AJJ","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:54 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:54 PDT 2022","","","3ON104KXQYJXCNSO4IL1IDPV608W40","AYVKWUHE8VHQ1","Submitted","Tue Sep 27 22:44:41 PDT 2022","Tue Sep 27 22:52:59 PDT 2022","Fri Sep 30 22:52:59 PDT 2022","","","","498","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-04 16:35:26+00:00","1113842522864930816","@hereiam9876 @ACLU The current IOC policy dictates that transgender women must have a testosterone level less than 10 nanomoles per liter ... But because more than 99% of women have testosterone levels less than 3 nanomoles per liter, some researchers have suggested that limit is too high.","false","false","true","false","false","true"
"3DIIW4IV92ICO8APPZCKT2KYHUKI44","30AWZEBKTGEK3MDP0IW6FH1UGWKACF","what is the tweet post's opinion about LGBTQ movements","Based on the following social media post, answer whether the author supports LGBTQ movements","tweets, classification, lgbtq, social media","$0.15","Tue Sep 27 22:33:55 PDT 2022","3","BatchId:4875763;OriginalHitTemplateId:928390828;","3600","259200","Tue Oct 04 22:33:55 PDT 2022","","","3F6KKYWMNPOKPP235SV7PY6AQ1VNDB","A1XCX1KI3XRPRZ","Submitted","Tue Sep 27 22:39:31 PDT 2022","Tue Sep 27 22:42:40 PDT 2022","Fri Sep 30 22:42:40 PDT 2022","","","","189","0% (0/0)","0% (0/0)","0% (0/0)","2019-04-05 13:01:06+00:00","1114150973243523073","Our LGBTQ Youth Leader, Beth was on @blabers on @BBCNorthampton Monday talking about being non-binary. Have a listen between 11mins and 28mins  #TDoV #transdayofvisibility #LGBTQ  https://t.co/oSw8XFr3FQ","true","false","false","true","false","false"
